"EIN","NAME","DBA","FISYR","STATE","ADDRESS","CITY","ZIP","STYEAR","ENDYEAR","TAXPREP","FORMTYPE","GROSSRECEIPTS","GROUPRETURN","GROUPEXEMPTNUM","FORMYEAR","DOMICILE","WEBSITE","URL","FORMORGASSOC","FORMORGCORP","FORMORGTRUST","FORMORGOTHER","FORMORGOTHERDESC","FORMORG","ACCTACCRUAL","ACCTCASH","ACCTOTHER","ACCTMETHOD","EXEMPT4947A1","EXEMPT501C","EXEMPT501CNUM","EXEMPT501C3","EXEMPT527","EXEMPTSTATUS","MISSION","DISCOPS","VOTINGMEMBERS","INDVOTINGMEMBERS","TOTEMPLOYEE","TOTVOLUNTEERS","TOTUBI","NETUBI","CONTRIBPRIOR","CONTRIBCURRENT","PSRPRIOR","PSRCURRENT","INVINCPRIOR","INVINCCURRENT","OTHERREVPRIOR","OTHERREVCURRENT","TOTALREVPRIOR","TOTALREVCURRENT","MEMBERDUES","GROSSSALESOTHER","SALESCOSTOTHER","NETSALESOTHER","GROSSINCGAMING","GROSSINCFNDEVENTS","GAMINGEXP","FNDEVENTSEXP","EXPGAMINGFNDEVENTS","GAMINGNET","FNDEVENTSNET","NETGAMINGFNDEVENTS","GROSSSALESINV","SALESCOSTINV","NETSALESINV","GRANTSPAIDPRIOR","GRANTSPAIDCURRENT","MEMBERBENPRIOR","MEMBERBENCURRENT","SALARIESPRIOR","SALARIESCURRENT","PROFUNDFEESPRIOR","PROFUNDFEESCURRENT","TOTFUNDEXP","FEESMGMT","FEESLEGAL","FEESACCT","FEESLOBBY","FEESPROFND","FEESINVMGMT","FEESOTHER","PROFEESINDEP","OCCUPANCY","OFFICEEXP","OTHEREXPPRIOR","OTHEREXPCURRENT","TOTALEXPPRIOR","TOTALEXPCURRENT","REVLESSEXPPRIOR","REVLESSEXPCURRENT","TOTALASSETSBEGYEAR","TOTALASSETSENDYEAR","TOTALLIABBEGYEAR","TOTALLIABENDYEAR","NETASSETSBEGYEAR","OTHERASSETSCHANGES","NETASSETSENDYEAR","CASHBEGYEAR","CASHENDYEAR","SAVINVBEGYEAR","SAVINVENDYEAR","CASHINVBEGYEAR","CASHINVENDYEAR","LANDBLDEQUIPCOST","LANDBLDEQUIPDEP","LANDBEGYEAR","LANDENDYEAR","OTHERASSETSBEGYEAR","OTHERASSETSENDYEAR","TOTALPROGSERVEXP","LOBBYING","FOREIGNREV","SCHEDOPARTVI","VMGOVERNING","IVMGOVERNING","OFFICERREL","MGMTDEL","CHANGESGOVDOCS","DIVASSETS","STOCKMEMBER","MEMBERCHOOSE","GOVBODYDECISION","GOVBODYDOCU","COMMITTEEDOCU","NOTREACH","COIPOLICY","COIDISCLOSE","COIMONITOR","WBPOLICY","FILINGSTATES","PUBLICWEBSELF","PUBLICWEBOTHER","PUBLICREQUEST","PUBLICOTHER","PUBLICSHARE","ORGBOOKNAME","ORGBOOKPHONE","ORGBOOKADDRESS","ORGBOOKCITY","ORGBOOKSTATE","ORGBOOKZIP","PLEDGEGRANTBEGYEAR","PLEDGEGRANTENDYEAR","ACCTRECBEGYEAR","ACCTRECENDYEAR","LOANSFROMOFFBEGYEAR","LOANSFROMOFFENDYEAR","LOANSDQPBEGYEAR","LOANSDQPENDYEAR","LOANSNOTESBEGYEAR","LOANSNOTESENDYEAR","INVENTORYBEGYEAR","INVENTORYENDYEAR","PREEXPBEGYEAR","PREEXPENDYEAR","INVESTPUBBEGYEAR","INVESTPUBENDYEAR","INVESTOTHBEGYEAR","INVESTOTHENDYEAR","INVESTPRGBEGYEAR","INVESTPRGENDYEAR","INTANASSETSBEGYEAR","INTANASSETSENDYEAR","TABALSHEETBEGYEAR","TABALSHEETENDYEAR","ACCTPAYBEGYEAR","ACCTPAYENDYEAR","GRANTSPAYBEGYEAR","GRANTSPAYENDYEAR","DEFREVBEGYEAR","DEFREVENDYEAR","BONDBEGYEAR","BONDENDYEAR","ESCROWBEGYEAR","ESCROWENDYEAR","LOANSTOOFFBEGYEAR","LOANSTOOFFENDYEAR","MORTGAGEBEGYEAR","MORTGAGEENDYEAR","UNSECNOTESBEGYEAR","UNSECNOTESENDYEAR","OTHERLIABBEGYEAR","OTHERLIABENDYEAR","TLBALSHEETBEGYEAR","TLBALSHEETENDYEAR","ORGSFAS117","ORGNOTSFAS117","URESTNABEGYEAR","URESTNAENDYEAR","TRESTNABEGYEAR","TRESTNAENDYEAR","PRESTNABEGYEAR","PRESTNAENDYEAR","STOCKBEGYEAR","STOCKENDYEAR","SURPLUSBEGYEAR","SURPLUSENDYEAR","EARNINGSBEGYEAR","EARNINGSENDYEAR","TOTNETASSETSBEGYEAR","TOTNETASSETSENDYEAR","TOTLIABNABEGYEAR","TOTLIABNAENDYEAR","SCHEDA","SCHEDB","SCHEDC","SCHEDD","SCHEDE","SCHEDF","SCHEDG","SCHEDH","SCHEDI","SCHEDJ","SCHEDK","SCHEDL","SCHEDM","SCHEDN","SCHEDO","SCHEDR","LOBPOFILING","LOBPOAFFIL","LOBLBFILING","LOBLBAFFIL","TOTLOBEXPFILING","TOTLOBEXPAFFIL","OTHEREXEMPTFILING","OTHEREXEMPTAFFIL","TOTEXEMPTFILING","TOTEXEMPTAFFIL","LOBNTFILING","LOBNTAFFIL","zip5","Fips","NteeFinal","LONGITUDE","LATITUDE","censusTract","block","NAICS","OrgType","lon","lat"
381366927,"HOLLAND HOME",NA,2013,"MI","2100 Raybrook St SE Suite 300","Grand Rapids",495465783,"1/1/2013","12/31/2013",NA,"990",68714106,"0",NA,1892,"MI","www.hollandhome.org","https://s3.amazonaws.com/irs-form-990/201431269349301268_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","Provide nursing therapy and benevolent services for aged residents in skilled nursing, dementia nursing, assisted living and independent living centers.",NA,12,11,1294,687,31113,30113,2391717,2519883,55784173,57098358,495718,1009991,175497,128824,58847105,60757056,0,290942,303160,476135,0,221404,0,92580,92580,0,128824,128824,0,0,0,0,0,0,0,30404460,30174854,50792,55427,569434,233722,151351,82300,0,55427,68548,0,591348,4706102,2743787,29410773,30230153,59866025,60460434,-1018920,296622,231861600,231238436,249654758,240884002,-17793158,NA,-9645566,918093,1549180,5442688,7888110,6360781,9437290,241194086,72994429,172228305,168199657,3659927,3662362,53199447,"0","0","X",12,11,"0","0","0","0","1","0","1","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,","David Tiesenga",6162355035,NA,NA,NA,NA,7000000,5750000,3159660,3041446,0,0,0,0,6737407,7300932,491937,510733,558934,48693,22133872,22004714,0,0,9530777,0,0,0,231861600,231238436,33103618,27233886,0,0,36641283,36843484,109345000,108045000,0,0,0,0,0,0,3430000,3430000,67134857,65331632,249654758,240884002,"X",NA,-24793158,-15395566,7000000,5750000,0,0,0,0,0,0,0,0,-17793158,-9645566,231861600,231238436,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49546,26081,"P70",-85.5899,42.9215,26081004400,2.61e+14,623990,"PC",-85.5874633,42.9243592
381366932,"CLARK RETIREMENT COMMUNITY INC",NA,2013,"MI","1551 FRANKLIN SE","GRAND RAPIDS",495063331,"5/1/2013","4/30/2014","CAROL LALONDE CPA","990",27542870,"0",NA,1906,"MI","CLARKRETIREMENT.ORG","https://s3.amazonaws.com/irs-form-990/201510759349300741_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","TO PROVIDE RETIREMENT HOUSING, HEALTHCARE, AND RELATED SERVICES TO RESIDENTS AND CLIENTS.",NA,20,20,645,702,0,0,493231,2123325,23692237,25099602,-76778,-46931,438995,319943,24547685,27495939,0,0,46931,-46931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13682188,14946664,0,0,566707,0,34572,17575,695,0,32120,2002922,2087884,1001525,151164,10340376,11193829,24022564,26140493,525121,1355446,49360150,53176631,34857958,33204526,14502192,NA,19972105,594449,490994,0,0,594449,490994,57041832,24855669,31330426,32186163,3510318,2136243,20063544,"1","0","X",20,20,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6164521568,NA,NA,NA,NA,0,0,1635209,1564075,0,0,0,0,0,0,77333,77571,136062,152955,0,0,12076353,16568630,0,16568630,0,0,49360150,53176631,1736640,2034902,0,0,10995884,11304339,21817921,19557772,0,0,0,0,307513,307513,0,0,0,0,34857958,33204526,"X",NA,14502192,19972105,0,0,0,0,0,0,0,0,0,0,14502192,19972105,49360150,53176631,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49506,26081,"L22",-85.630721,42.948245,26081003300,2.61e+14,623312,"PC",-85.6309733,42.9510563
381367080,"AQUINAS COLLEGE",NA,2013,"MI","1607 ROBINSON ROAD SE","GRAND RAPIDS",495061741,"7/1/2013","6/30/2014","CAROL A LALONDE CPA","990",81258920,"0",NA,1892,"MI","WWW.AQUINAS.EDU","https://s3.amazonaws.com/irs-form-990/201541359349305119_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","EDUCATION",NA,13,13,1320,13,229648,-48874,7319058,10080343,51399243,52477698,2244633,2716085,583598,476546,61546532,65750672,0,0,0,1898783,0,51764,0,173776,173776,0,-122012,-122012,0,0,0,23370920,23984740,23370920,0,19808916,19759942,10675,9999,1213920,0,32022,49549,0,9999,483038,1227288,1801896,1421052,724215,16278460,15539677,59468971,59294358,2077561,6456314,84100671,94969548,28022343,29588590,56078328,NA,65380958,565438,786228,0,0,565438,786228,84728502,39777313,40730447,44951189,508661,498608,44901423,"0","1","X",13,13,"0","0","0","0","0","1","1","1","1","0","1","1","1","0","",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6166322885,NA,NA,NA,NA,4247064,6300682,9985529,10846261,0,0,0,0,0,0,0,0,208593,532889,27854939,31053691,0,0,0,0,0,0,84100671,94969548,4231024,5483619,0,0,246620,370528,15430000,14735000,0,0,0,0,4196947,5495463,0,0,3917752,3503980,28022343,29588590,"X",NA,18355641,22358893,18230932,19785586,19491755,23236479,0,0,0,0,0,0,56078328,65380958,84100671,94969548,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49506,26081,"B43",-85.6241,42.9583,26081012300,2.61e+14,611310,"PC",-85.6289243,42.9597004
381368360,"PINE REST CHRISTIAN MENTAL HEALTH SERVICES",NA,2013,"MI","300 68th Street SE","Grand Rapids",495010165,"7/1/2013","6/30/2014",NA,"990",144615777,"0",NA,1908,"MI","pinerest.org","https://s3.amazonaws.com/irs-form-990/201520449349301157_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","Pine Rest Christian Mental Health Services is called to express the healing ministry of Jesus Christ by providing behavioral health services with professional excellence, Christian integrity, and compassion.",NA,19,16,2155,216,0,0,1807831,2032805,86687661,95199317,5858174,8453166,896109,3200742,95249775,108886030,0,0,0,7929202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70495767,77797615,0,0,697932,0,159808,80600,14064,0,358790,1802474,2415736,3470542,4638590,19749030,22749899,90244797,100547514,5004978,8338516,100978799,113066314,17690763,21439762,83288036,NA,91626552,396633,2161155,0,0,396633,2161155,87238434,46914459,36203047,40323975,1281427,1294775,83370768,"1","0","X",19,16,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","IA MI",NA,NA,"Upon Request",NA,",,Upon Request,","Paul H Karsten",6162816363,NA,NA,NA,NA,0,0,9800968,12376346,80000,70000,0,0,0,0,54299,55538,901135,448778,52261290,56335747,0,0,0,0,0,0,100978799,113066314,4999196,8057269,0,0,0,0,8025000,8025000,0,0,0,0,189325,163417,3000000,2250000,1477242,2944076,17690763,21439762,"X",NA,77402586,85386972,2179577,2533707,3705873,3705873,0,0,0,0,0,0,83288036,91626552,100978799,113066314,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49548,26081,"F33",-85.657304,42.84065,26081014704,2.61e+14,623220,"PC",-85.6576629,42.8399472
381368367,"KUYPER COLLEGE",NA,2013,"MI","3333 EAST BELTLINE NE","GRAND RAPIDS",495059781,"7/1/2013","6/30/2014","CAROL LALONDE CPA","990",8576653,"0",NA,1939,"MI","WWW.KUYPER.EDU","https://s3.amazonaws.com/irs-form-990/201540939349300434_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","ACCREDITED HIGHER EDUCATION FOR CHRISTIAN SERVICE",NA,13,13,283,13,0,0,903841,1811070,6256527,5836029,75746,67108,60348,105105,7296462,7819312,0,0,0,23395,0,0,0,77277,77277,0,-77277,-77277,0,0,0,1674249,1515026,1674249,0,3632954,3823315,0,0,575040,0,1155,42350,0,0,11594,176968,232067,90602,104993,2977561,2910809,8284764,8249150,-988302,-429838,11418372,11401120,2462133,2266651,8956239,NA,9134469,52434,57425,19933,3030,72367,60455,15907604,9486816,6500485,6420788,310545,324659,5861322,"0","0","X",13,13,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6162223000,NA,NA,NA,NA,89515,83250,254635,293494,0,0,0,0,42966,42966,14512,14512,16581,8765,4116766,4152231,0,0,0,0,0,0,11418372,11401120,264389,326955,0,0,70569,104709,0,0,0,0,0,0,1360407,1118100,77306,0,689462,716887,2462133,2266651,"X",NA,132616,-632092,1061290,1866435,7762333,7900126,0,0,0,0,0,0,8956239,9134469,11418372,11401120,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49525,26081,"B42",-85.5905,43.0232,26081011801,2.61e+14,611310,"PC",-85.592714,43.022184
381369786,"THE JUNIOR LEAGUE OF GRAND RAPIDS MICHIGAN INC",NA,2013,"MI","25 SHELDON BOULEVARD SE NO 127","GRAND RAPIDS",49503,"7/1/2013","6/30/2014","SHERI L WERT CPA","990",169319,"0",NA,1943,"MI","WWW.JUNIORLEAGUEGR.COM","https://s3.amazonaws.com/irs-form-990/201412599349300016_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","AN ORGANIZATION OF WOMEN COMMITTED TO PROMOTING VOLUNTARISM, DEVELOPING THE POTENTIAL OF WOMEN, AND IMPROVING COMMUNITIES. WOMEN AND CHILDREN'S ISSUES ARE AT THE FOREFRONT OF OUR EFFORTS TO BUILD A BETTER COMMUNITY THAT VALUES EDUCATION, SELF WORTH AND DIVERSITY.",NA,10,10,1,75,0,0,34372,88822,0,0,8867,12493,77710,39132,120949,140447,33088,0,0,0,0,68004,0,28872,28872,0,39132,39132,0,0,0,23758,0,23758,0,8463,9422,0,0,0,0,0,10346,0,0,0,0,10346,6638,1540,45602,90149,77823,99571,43126,40876,453818,541200,42615,45835,411203,NA,495365,80703,123374,0,0,80703,123374,6053,3255,3651,2798,0,0,81008,"0","0","X",10,10,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6164510452,NA,NA,NA,NA,2700,1600,0,0,0,0,0,0,0,0,0,0,2093,5021,0,0,364671,408407,0,408407,0,0,453818,541200,0,286,0,0,42615,45549,0,0,0,0,0,0,0,0,0,0,0,0,42615,45835,"X",NA,179189,205159,96077,151897,135937,138309,0,0,0,0,0,0,411203,495365,453818,541200,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49503,26081,"S81",-85.666766,42.962471,26081002000,2.61e+14,813410,"PC",-85.6670984,42.9624118
381381138,"THE BROWN HOME",NA,2013,"MI","950 28TH STREET SE SUITE 206A","GRAND RAPIDS",49508,"7/1/2013","6/30/2014","DEBORAH BACANS","990",362462,"0",NA,1891,"MI","N/A","https://s3.amazonaws.com/irs-form-990/201541319349301204_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,"501c",2,NA,NA,"501c2","TO SUPPORT ORGANIZATIONS DEVOTED TO CARING FOR AND ASSISTING SENIOR CITIZENS",NA,4,4,0,0,0,0,30086,27384,0,0,38608,155196,0,0,68694,182580,0,0,0,123915,0,0,0,0,0,0,0,0,0,0,0,68000,61560,68000,0,0,0,0,0,0,0,0,5040,0,0,5519,0,10559,0,0,16647,23281,84647,84841,-15953,97739,1139376,1286362,0,0,1139376,NA,1286362,0,0,103901,140280,103901,140280,0,0,0,0,4229,4981,0,NA,"0","X",4,4,"0","0","0","0","0","0","0","1","0","0","0",NA,NA,"0","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6164593418,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031246,1141101,0,0,0,0,0,0,1139376,1286362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"X",NA,114549,82388,0,0,1024827,1203974,0,0,0,0,0,0,1139376,1286362,1139376,1286362,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49508,26081,"P70",-85.6442,42.9127,26081004600,2.61e+14,623990,"OT",-85.64363,42.9126998
381387122,"ASSOCIATION FOR THE BLIND AND",NA,2013,"MI","456 CHERRY SE","GRAND RAPIDS",49503,"10/1/2013","9/30/2014","JEFFREY D KRAAI","990",1111118,"FALSE",NA,1913,"MI","WWW.ABVIMICHIGAN.ORG","https://s3.amazonaws.com/irs-form-990/201413539349300621_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","ABVI ASSISTS INDIVIDUALS WITH DRAMATIC VISUAL IMPAIRMENTS THAT SURGERY AND EYEGLASSES CANNOT FULLY CORRECT. WE ARE A FULL SERVICE AGENCY OFFERING LOW-VISION SERVICES, REHABILITATION, AND EDUCATION TO HELP OUR CLIENTS MAINTAIN INDEPENDENCE AND TO PROMOTE THE PREVENTION OF BLINDNESS.",NA,15,15,16,50,0,0,443125,426810,530377,464885,220,2761,66211,172150,1039933,1066606,0,0,0,0,9340,207322,2451,42061,44512,6889,165261,172150,0,0,0,0,0,0,0,599059,610811,0,0,16746,0,2947,9237,0,0,0,66071,78255,23369,32785,389746,375925,988805,986736,51128,79870,844358,912800,102285,90857,742073,NA,821943,212328,270830,0,0,212328,270830,567199,274098,304561,293101,0,0,836013,"FALSE","FALSE","X",15,15,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","MI",NA,NA,"Upon Request",NA,",,Upon Request,","BRENDA BERENS",6164581187,NA,NA,NA,NA,4536,0,74308,101048,0,0,0,0,0,0,27715,28329,4650,1133,216260,218359,0,0,0,0,0,0,844358,912800,56685,90857,0,0,45600,0,0,0,0,0,0,0,0,0,0,0,0,0,102285,90857,"X",NA,742073,821943,0,0,0,0,0,0,0,0,0,0,742073,821943,844358,912800,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49503,26081,"G41",-85.6576,42.9593,26081002100,2.61e+14,813212,"PC",-85.6571669,42.9591182
381387136,"GRAND RAPIDS ART MUSEUM",NA,2013,"MI","101 MONROE CENTER","GRAND RAPIDS",49503,"10/1/2013","9/30/2014","JENNIFER B WOOLF","990",6650272,"FALSE",NA,1910,"MI","WWW.ARTMUSEUMGR.ORG","https://s3.amazonaws.com/irs-form-990/201532269349301873_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","TO PROVIDE A PLACE WHERE PEOPLE OF ALL AGES AND BACKGROUNDS CAN ENRICH THEIR LIVES THROUGH INTERACTION WITH AUTHENTIC WORKS OF ART OF THE FINEST QUALITY.",NA,24,24,85,458,24314,0,3971414,5484117,194896,171614,14806,57368,306047,346558,4487163,6059657,285024,0,0,0,0,108170,0,208600,208600,0,-100430,-100430,647655,259183,388472,0,0,0,0,1420864,1547925,0,0,484393,0,0,0,0,0,0,920567,920567,726858,107941,4643545,5075917,6064409,6623842,-1577246,-564185,72803124,72308884,10105148,10175093,62697976,NA,62133791,1898833,2453356,0,0,1898833,2453356,82574840,14989226,69442171,67585614,42444,42444,5567716,"FALSE","FALSE","X",24,24,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","MI",NA,NA,"Upon Request",NA,",,Upon Request,","NEIL BREMER",6168312904,NA,NA,NA,NA,570277,1607402,247732,77349,0,0,0,0,0,0,95006,135845,339095,225335,0,0,167566,181539,0,181539,0,0,72803124,72308884,607006,661700,0,0,0,0,9420000,9420000,0,0,0,0,5836,4500,0,0,72306,88893,10105148,10175093,"X",NA,60566552,59002985,2131424,3130806,0,0,0,0,0,0,0,0,62697976,62133791,72803124,72308884,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49503,26081,"A51",-85.6703,42.965,26081002000,NA,712110,"PC",NA,NA
381398828,"GRAND RAPIDS CIVIC THEATRE INC",NA,2013,"MI","30 N DIVISION","GRAND RAPIDS",49503,"7/1/2013","6/30/2014","DEBRA A BOEVE","990",1940078,"0",NA,1972,"MI","WWW.GRCT.ORG","https://s3.amazonaws.com/irs-form-990/201402979349300915_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","ADVANCEMENT OF THE PERFORMING ARTS.",NA,20,20,42,800,25079,-5763,377164,403422,1237981,1432138,13,51,54556,52472,1669714,1888083,0,0,0,0,0,0,0,0,0,0,0,0,25616,17047,8569,0,0,0,0,852686,891397,4400,0,3904,0,0,15760,0,0,0,138208,153968,246137,69904,1350883,1408375,2207969,2299772,-538255,-411689,9077478,8628291,983592,946094,8093886,NA,7682197,59818,120616,0,0,59818,120616,12916798,4482246,8891376,8434552,0,0,2088074,"0","0","X",20,20,"0","0","0","0","0","0","0","1","1","0","1","1","1","1","MI",NA,NA,"Upon Request",NA,",,Upon Request,",NA,6162226650,NA,NA,NA,NA,0,0,42798,14034,0,0,0,0,0,0,0,0,83486,59089,0,0,0,0,0,0,0,0,9077478,8628291,80147,73208,0,0,588760,575240,0,0,0,0,0,0,314685,297646,0,0,0,0,983592,946094,"X",NA,8041886,7632197,52000,50000,0,0,0,0,0,0,0,0,8093886,7682197,9077478,8628291,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,49503,26081,"A65",-85.6679,42.964,26081002000,2.61e+14,711110,"PC",-85.667622,42.964194
381398859,"Legacy Christian School",NA,2013,"MI","67 68th St SW","Grand Rapids",49548,"8/1/2013","7/31/2014","Brenda Bosch","990",3109060,"FALSE",NA,1944,"MI","www.legacycs.org","https://s3.amazonaws.com/irs-form-990/201530689349300448_public.xml",NA,"Corporation",NA,NA,NA,"Corporation","Accrual",NA,NA,"Accrual",NA,NA,NA,"501c3",NA,"501c3","With passion, unity and conviction, the Legacy Christian School family endows the next generation with a thoroughly biblical education experience, and seeks to nurture students into becoming Christ followers and kingdom builders.",NA,14,0,87,225,0,0,125203,157434,2309341,2206158,62002,60488,144828,65556,2641374,2489636,0,0,0,8387,0,78735,0,13179,13179,0,65556,65556,0,0,0,0,0,0,0,2025964,2096132,0,0,0,10295,0,0,0,0,0,0,10295,174874,61985,469300,470406,2495264,2566538,146110,-76902,9108416,9097596,2000,2000,9106416,NA,9095596,0,0,412815,329700,412815,329700,7239523,0,7239523,7239523,0,0,2556243,"FALSE","FALSE","X",14,0,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","",NA,NA,"Upon Request",NA,",,Upon Request,","Vince Bonnema",6164553860,NA,NA,NA,NA,0,0,175516,177082,0,0,0,0,0,0,0,0,0,0,1280562,1351291,0,0,0,0,0,0,9108416,9097596,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,NA,"X",0,0,0,0,0,0,0,0,0,0,9106416,9095596,9106416,9095596,9108416,9097596,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49548,26081,"B24",-85.6669,42.8407,26081014701,2.61e+14,611110,"PC",NA,NA
381401761,"WEST SIDE CHRISTIAN SCHOOL",NA,2013,"MI","955 WESTEND NW","GRAND RAPIDS",49504,"7/1/2013","6/30/2014","CHAD GROGGEL","990",2493255,"FALSE",NA,1906,"MI","WWW.WSCSGR.ORG","https://s3.amazonaws.com/irs-form-990/201413149349301326_public.xml",NA,"Corporation",NA,NA,NA,"Corporation",NA,NA,"MODIFIED CASH","MODIFIED CASH",NA,NA,NA,"501c3",NA,"501c3","EDUCATION",NA,13,13,61,NA,0,0,764953,870662,1702564,1622593,0,0,0,0,2467517,2493255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782668,1851598,0,0,28254,0,0,0,0,0,0,185348,185348,96635,22532,668726,566611,2451394,2418209,16123,75046,85830,48085,113900,1109,-28070,NA,46976,85495,48085,0,0,85495,48085,0,0,0,0,0,0,2292423,"FALSE","FALSE","X",13,13,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",NA,NA,"FALSE","",NA,NA,"Upon Request",NA,",,Upon Request,","GORDON BYLSMA",6164533925,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,85830,48085,113900,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113900,1109,"X",NA,-141970,-43102,113900,90078,0,0,0,0,0,0,0,0,-28070,46976,85830,48085,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,49504,26081,"B24",-85.7197,42.9832,26081001800,2.61e+14,611110,"PC",-85.7209422,42.981657
